ALLCOINS ANALYSIS

#BTC
1/ Autocorrelations of series ‘X’, by lag

   -17    -16    -15    -14    -13    -12    -11    -10     -9     -8     -7     -6     -5     -4     -3     -2     -1      0 
-0.042  0.003 -0.015 -0.056 -0.064 -0.042 -0.061 -0.006 -0.069 -0.094  0.016 -0.117 -0.069 -0.114  0.015 -0.063 -0.061 -0.042 
     1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17 
 0.169  0.082  0.154  0.075  0.184  0.168  0.107  0.133  0.121  0.089 -0.014  0.072  0.107  0.065  0.103  0.139  0.005 

2/ Tests for zero cross-correlation of x and y

|  Lag|     CC|  Stand. CB(95%)|  Robust CB(95%)|  Lag|      t| p-value| t-tilde| p-value|  Lag|     HB| p-value| Q-tilde| p-value|
|   41| -0.001| (-0.189, 0.189)| (-0.081, 0.081)|   41| -0.009|   0.993|  -0.022|   0.983|   41|  12.808|   1.000|  25.054|   0.982|
|   42| -0.016| (-0.189, 0.189)| (-0.081, 0.081)|   42| -0.162|   0.871|  -0.377|   0.706|   42|  12.851|   1.000|  25.270|   0.986|
|   43|  0.028| (-0.189, 0.189)| (-0.099, 0.099)|   43|  0.290|   0.772|   0.554|   0.580|   43|  12.991|   1.000|  25.577|   0.988|
|   44|  0.078| (-0.189, 0.189)| (-0.102, 0.102)|   44|  0.807|   0.420|   1.488|   0.137|   44|  14.089|   1.000|  27.791|   0.979|
|   45|  0.088| (-0.189, 0.189)| (-0.102, 0.102)|   45|  0.910|   0.363|   1.684|   0.092|   45|  15.507|   1.000|  30.628|   0.960|
|   46| -0.006| (-0.189, 0.189)| (-0.080, 0.080)|   46| -0.064|   0.949|  -0.150|   0.881|   46|  15.514|   1.000|  30.683|   0.968|
|   47| -0.018| (-0.189, 0.189)| (-0.075, 0.075)|   47| -0.182|   0.855|  -0.456|   0.648|   47|  15.573|   1.000|  32.590|   0.957|
|   48| -0.010| (-0.189, 0.189)| (-0.077, 0.077)|   48| -0.106|   0.916|  -0.259|   0.795|   48|  15.593|   1.000|  32.608|   0.965|
|   49| -0.009| (-0.189, 0.189)| (-0.080, 0.080)|   49| -0.097|   0.923|  -0.228|   0.819|   49|  15.610|   1.000|  32.661|   0.973|
|   50| -0.011| (-0.189, 0.189)| (-0.088, 0.088)|   50| -0.112|   0.911|  -0.238|   0.812|   50|  15.634|   1.000|  32.717|   0.978|
|   51|  0.026| (-0.189, 0.189)| (-0.089, 0.089)|   51|  0.268|   0.789|   0.565|   0.572|   51|  15.770|   1.000|  33.037|   0.981|
|   52|  0.032| (-0.189, 0.189)| (-0.077, 0.077)|   52|  0.332|   0.740|   0.815|   0.415|   52|  15.983|   1.000|  33.212|   0.985|
|   53| -0.032| (-0.189, 0.189)| (-0.070, 0.070)|   53| -0.335|   0.738|  -0.900|   0.368|   53|  16.203|   1.000|  34.022|   0.985|
|   54|  0.017| (-0.189, 0.189)| (-0.085, 0.085)|   54|  0.173|   0.863|   0.382|   0.702|   54|  16.263|   1.000|  34.168|   0.988|
|   55|  0.001| (-0.189, 0.189)| (-0.091, 0.091)|   55|  0.007|   0.994|   0.014|   0.988|   55|  16.263|   1.000|  34.168|   0.991|
|   56|  0.009| (-0.189, 0.189)| (-0.076, 0.076)|   56|  0.095|   0.924|   0.237|   0.813|   56|  16.282|   1.000|  34.224|   0.993|
|   57|  0.005| (-0.189, 0.189)| (-0.079, 0.079)|   57|  0.056|   0.956|   0.132|   0.895|   57|  16.289|   1.000|  34.242|   0.995|
|   58| -0.004| (-0.189, 0.189)| (-0.075, 0.075)|   58| -0.045|   0.964|  -0.113|   0.910|   58|  16.293|   1.000|  34.255|   0.996|
|   59| -0.005| (-0.189, 0.189)| (-0.079, 0.079)|   59| -0.055|   0.956|  -0.131|   0.896|   59|  16.300|   1.000|  34.272|   0.997|
|   60| -0.008| (-0.189, 0.189)| (-0.072, 0.072)|   60| -0.079|   0.937|  -0.206|   0.837|   60|  16.314|   1.000|  34.314|   0.998|
|   61|  0.003| (-0.189, 0.189)| (-0.078, 0.078)|   61|  0.028|   0.977|   0.069|   0.945|   61|  16.316|   1.000|  34.319|   0.998|
|   62|  0.036| (-0.189, 0.189)| (-0.080, 0.080)|   62|  0.376|   0.707|   0.890|   0.374|   62|  16.647|   1.000|  35.111|   0.998|
|   63|  0.009| (-0.189, 0.189)| (-0.082, 0.082)|   63|  0.098|   0.922|   0.225|   0.822|   63|  16.670|   1.000|  35.161|   0.999|
|   64| -0.042| (-0.189, 0.189)| (-0.063, 0.063)|   64| -0.440|   0.660|  -1.324|   0.186|   64|  17.145|   1.000|  36.913|   0.998|
|   65|  0.006| (-0.189, 0.189)| (-0.080, 0.080)|   65|  0.065|   0.948|   0.153|   0.878|   65|  17.155|   1.000|  36.937|   0.999|
|   66|  0.028| (-0.189, 0.189)| (-0.076, 0.076)|   66|  0.292|   0.770|   0.727|   0.468|   66|  17.374|   1.000|  37.465|   0.999|
|   67|  0.002| (-0.189, 0.189)| (-0.075, 0.075)|   67|  0.021|   0.983|   0.053|   0.958|   67|  17.376|   1.000|  37.467|   0.999|
|   68|  0.003| (-0.189, 0.189)| (-0.056, 0.056)|   68|  0.032|   0.975|   0.107|   0.915|   68|  17.378|   1.000|  37.479|   0.999|
|   69|  0.037| (-0.189, 0.189)| (-0.055, 0.055)|   69|  0.386|   0.700|   1.331|   0.183|   69|  17.790|   1.000|  39.251|   0.999|
|   70| -0.006| (-0.189, 0.189)| (-0.047, 0.047)|   70| -0.060|   0.953|  -0.239|   0.811|   70|  17.800|   1.000|  39.308|   0.999|
|   71| -0.018| (-0.189, 0.189)| (-0.065, 0.065)|   71| -0.184|   0.854|  -0.533|   0.594|   71|  17.899|   1.000|  39.592|   0.999|
|   72|  0.093| (-0.189, 0.189)| (-0.071, 0.071)|   72|  0.970|   0.332|   2.587|   0.010|   72|  20.723|   1.000|  46.287|   0.994|
|   73|  0.043| (-0.189, 0.189)| (-0.049, 0.049)|   73|  0.450|   0.653|   1.734|   0.083|   73|  21.347|   1.000|  49.292|   0.988|
|   74|  0.016| (-0.189, 0.189)| (-0.048, 0.048)|   74|  0.161|   0.872|   0.636|   0.525|   74|  21.429|   1.000|  49.697|   0.989|
|   75|  0.005| (-0.189, 0.189)| (-0.035, 0.035)|   75|  0.048|   0.962|   0.261|   0.794|   75|  21.437|   1.000|  49.765|   0.991|
|   76|  0.004| (-0.189, 0.189)| (-0.037, 0.037)|   76|  0.039|   0.969|   0.199|   0.843|   76|  21.442|   1.000|  49.805|   0.993|
|   77|  0.030| (-0.189, 0.189)| (-0.059, 0.059)|   77|  0.313|   0.755|   0.997|   0.319|   77|  21.783|   1.000|  50.800|   0.993|
|   78| -0.008| (-0.189, 0.189)| (-0.047, 0.047)|   78| -0.081|   0.936|  -0.326|   0.744|   78|  21.806|   1.000|  50.906|   0.994|
|   79| -0.008| (-0.189, 0.189)| (-0.053, 0.053)|   79| -0.087|   0.931|  -0.307|   0.758|   79|  21.834|   1.000|  51.001|   0.995|
|   80| -0.017| (-0.189, 0.189)| (-0.039, 0.039)|   80| -0.180|   0.857|  -0.862|   0.389|   80|  21.960|   1.000|  51.743|   0.995|
|   81| -0.015| (-0.189, 0.189)| (-0.036, 0.036)|   81| -0.153|   0.879|  -0.801|   0.423|   81|  22.053|   1.000|  52.384|   0.996|
|   82| -0.009| (-0.189, 0.189)| (-0.033, 0.033)|   82| -0.090|   0.928|  -0.521|   0.603|   82|  22.087|   1.000|  52.985|   0.996|
|   83|  0.000| (-0.189, 0.189)| (-0.038, 0.038)|   83|  0.005|   0.996|   0.024|   0.981|   83|  22.087|   1.000|  52.986|   0.997|
|   84|  0.015| (-0.189, 0.189)| (-0.031, 0.031)|   84|  0.158|   0.875|   0.956|   0.339|   84|  22.199|   1.000|  53.899|   0.997|
|   85|  0.014| (-0.189, 0.189)| (-0.035, 0.035)|   85|  0.141|   0.888|   0.760|   0.448|   85|  22.292|   1.000|  54.476|   0.997|
|   86| -0.027| (-0.189, 0.189)| (-0.035, 0.035)|   86| -0.279|   0.780|  -1.525|   0.127|   86|  22.675|   1.000|  56.802|   0.995|
|   87|  0.008| (-0.189, 0.189)| (-0.030, 0.030)|   87|  0.078|   0.937|   0.495|   0.621|   87|  22.707|   1.000|  57.047|   0.996|
|   88|  0.019| (-0.189, 0.189)| (-0.028, 0.028)|   88|  0.193|   0.847|   1.315|   0.188|   88|  22.907|   1.000|  58.777|   0.994|
|   89|  0.011| (-0.189, 0.189)| (-0.027, 0.027)|   89|  0.115|   0.908|   0.809|   0.419|   89|  22.983|   1.000|  59.431|   0.995|
|   90| -0.007| (-0.189, 0.189)| (-0.040, 0.040)|   90| -0.071|   0.943|  -0.332|   0.740|   90|  23.013|   1.000|  59.541|   0.996|
|   91|  0.027| (-0.189, 0.189)| (-0.036, 0.036)|   91|  0.278|   0.781|   1.446|   0.148|   91|  23.506|   1.000|  61.633|   0.994|
|   92| -0.013| (-0.189, 0.189)| (-0.039, 0.039)|   92| -0.140|   0.889|  -0.682|   0.495|   92|  23.638|   1.000|  62.098|   0.994|
|   93| -0.011| (-0.189, 0.189)| (-0.018, 0.018)|   93| -0.111|   0.912|  -1.177|   0.239|   93|  23.727|   1.000|  63.483|   0.993|
|   94|  0.003| (-0.189, 0.189)| (-0.030, 0.030)|   94|  0.029|   0.977|   0.179|   0.858|   94|  23.733|   1.000|  63.515|   0.995|
|   95|  0.001| (-0.189, 0.189)| (-0.025, 0.025)|   95|  0.014|   0.989|   0.106|   0.915|   95|  23.734|   1.000|  63.527|   0.996|
|   96| -0.005| (-0.189, 0.189)| (-0.014, 0.014)|   96| -0.050|   0.960|  -0.695|   0.487|   96|  23.757|   1.000|  64.009|   0.996|
|   97| -0.002| (-0.189, 0.189)| (-0.015, 0.015)|   97| -0.019|   0.985|  -0.242|   0.809|   97|  23.760|   1.000|  64.068|   0.997|
|   98| -0.007| (-0.189, 0.189)| (-0.019, 0.019)|   98| -0.069|   0.945|  -0.671|   0.502|   98|  23.811|   1.000|  64.518|   0.997|
|   99| -0.010| (-0.189, 0.189)| (-0.021, 0.021)|   99| -0.102|   0.919|  -0.906|   0.365|   99|  23.935|   1.000|  65.339|   0.997|
|  100|  0.013| (-0.189, 0.189)| (-0.025, 0.025)|  100|  0.136|   0.892|   1.044|   0.296|  100|  24.186|   1.000|  66.429|   0.997|
|  101|  0.004| (-0.189, 0.189)| (-0.024, 0.024)|  101|  0.039|   0.969|   0.301|   0.764|  101|  24.209|   1.000|  66.520|   0.997|
|  102|  0.007| (-0.189, 0.189)| (-0.028, 0.028)|  102|  0.075|   0.940|   0.507|   0.612|  102|  24.312|   1.000|  66.777|   0.998|
|  103| -0.003| (-0.189, 0.189)| (-0.015, 0.015)|  103| -0.034|   0.973|  -0.427|   0.670|  103|  24.337|   1.000|  66.959|   0.998|
|  104|  0.002| (-0.189, 0.189)| (-0.021, 0.021)|  104|  0.023|   0.981|   0.207|   0.836|  104|  24.351|   1.000|  67.002|   0.999|
|  105| -0.005| (-0.189, 0.189)| (-0.012, 0.012)|  105| -0.054|   0.957|  -0.818|   0.414|  105|  24.455|   1.000|  67.670|   0.999|
|  106|  0.018| (-0.189, 0.189)| (-0.036, 0.036)|  106|  0.190|   0.849|   0.998|   0.318|  106|  26.414|   1.000|  68.667|   0.999|
|  107| -0.001| (-0.189, 0.189)| (-0.001, 0.001)|  107| -0.006|   0.995|  -1.000|   0.317|  107|  26.418|   1.000|  69.667|   0.998|




